query_bgc	target_gene_cluster_y	pident_mean	pident_median	pident_count	levenshtein_include_internal_nonortholog	levenshtein_only_orthologs	percent_of_query	jaccard	modscore	score	target_nucleotide_sequence	target_assembly	assembly	genus	species	family	order	class	phylum	superkingdom	start	end
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421cfdeb150>	98.22	98.4	5	1.0	1.0	100	1.0	3.0	799.0	NZ_AWKM01000150.1	GCF_000490675.1	GCF_000490675.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	12011
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421aee44190>	97.97999999999999	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_VTGM01000019.1	GCF_009991805.1	GCF_009991805.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	209078	246252
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421aeffc990>	97.97999999999999	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_VTGP01000002.1	GCF_009991445.1	GCF_009991445.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207568	252704
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421d00c6190>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_AVPV01000002.1	GCF_000454455.1	GCF_000454455.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1011435	1056570
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c0fe84d0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_LQCD01000008.1	GCF_001609595.1	GCF_001609595.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	327974	373109
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421af53f8d0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_QPQD01000002.1	GCF_009859365.1	GCF_009859365.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1011544	1056706
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b4c87450>	98.34	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNMI01000005.1	GCF_006374285.1	GCF_006374285.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	240364	285528
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421aef61350>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_JAABPG010000134.1	GCF_009936575.1	GCF_009936575.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	218006	263142
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b4c4fa10>	98.16	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNLX01000001.1	GCF_006374155.1	GCF_006374155.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	197026	242178
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b4d89810>	98.16	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNLU01000020.1	GCF_006373675.1	GCF_006373675.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	124958	170110
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b4ea16d0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNKB01000005.1	GCF_006373175.1	GCF_006373175.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	211241	256581
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b52cd390>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNFO01000004.1	GCF_006370855.1	GCF_006370855.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207290	252425
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c014d050>	98.44	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_MIVC01000002.1	GCF_001728645.1	GCF_001728645.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207110	252441
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b5284450>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNFT01000001.1	GCF_006370655.1	GCF_006370655.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207287	252422
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b526ed50>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNFJ01000001.1	GCF_006370625.1	GCF_006370625.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207303	252438
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219ad87910>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_JAKWFT010000005.1	GCF_030028705.1	GCF_030028705.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207538	252673
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219ad98f90>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_JAKWGB010000005.1	GCF_030028745.1	GCF_030028745.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207538	252673
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219ada6750>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_JAKWFY010000005.1	GCF_030028765.1	GCF_030028765.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	209142	254277
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219adb3d90>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_JAKWGF010000005.1	GCF_030028835.1	GCF_030028835.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	209142	254277
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c7592b10>	98.44	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_JNSQ02000003.1	GCF_000707465.2	GCF_000707465.2	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207071	252402
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219adc1410>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_JAKWGD010000008.1	GCF_030028895.1	GCF_030028895.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207538	252673
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219ac7c310>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_CP093275.1	GCF_030060495.1	GCF_030060495.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1757628	1802763
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a6264fd0>	98.38	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_CP078648.1	GCF_019271755.1	GCF_019271755.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	686278	731440
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421994cc450>	98.34	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_CP099933.1	GCF_030994405.1	GCF_030994405.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	970851	1016014
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c4174710>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_LFUJ01000005.1	GCF_001270815.1	GCF_001270815.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	504090	549224
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421bdd11b50>	98.44	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_MPPN01000001.1	GCF_002220935.1	GCF_002220935.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	642435	687766
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c4179dd0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_LFUN01000020.1	GCF_001270885.1	GCF_001270885.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	212921	258055
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c41936d0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_LFUP01000003.1	GCF_001270905.1	GCF_001270905.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	348531	393665
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b55ef190>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNCW01000007.1	GCF_006368305.1	GCF_006368305.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	209059	254194
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b5604710>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNCY01000003.1	GCF_006368345.1	GCF_006368345.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207290	252425
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b560d610>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNCN01000203.1	GCF_006368375.1	GCF_006368375.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	25636
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b56247d0>	97.97999999999999	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNCM01000424.1	GCF_006368415.1	GCF_006368415.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	18218
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b562dd10>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNCV01000009.1	GCF_006368435.1	GCF_006368435.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	5648	50783
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b56372d0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNDA01000002.1	GCF_006368495.1	GCF_006368495.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	41752	86887
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421bde2b7d0>	98.44	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_MDWZ01000012.1	GCF_002209785.1	GCF_002209785.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	311503	356834
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421bddf90d0>	98.44	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_MDWR01000012.1	GCF_002209625.1	GCF_002209625.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207211	252542
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421cfd72010>	98.32000000000001	98.4	5	1.0	1.0	100	1.0	3.0	805.0	NZ_AWJM01000086.1	GCF_000490175.1	GCF_000490175.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	16376
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b547ccd0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_NNCU01000056.1	GCF_006368645.1	GCF_006368645.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	179	37352
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b50094d0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNJK01000006.1	GCF_006372795.1	GCF_006372795.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	209755	254913
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421af01c190>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_VTGG01000002.1	GCF_009991675.1	GCF_009991675.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207568	252703
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421d202fc90>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NC_004605.1	GCF_000196095.1	GCF_000196095.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1757631	1802766
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f413b10>	98.4	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JAMPYJ010000030.1	GCF_024746885.1	GCF_024746885.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	151635	196793
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b4c37750>	98.34	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNOH01000001.1	GCF_006375405.1	GCF_006375405.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207357	252521
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421cfe58290>	97.58	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_AWHQ01000036.1	GCF_000489215.1	GCF_000489215.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	53	32576
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421af53ce10>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_QPQE01000002.1	GCF_009859345.1	GCF_009859345.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1018451	1063613
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c05883d0>	98.34	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_MIQJ01000047.1	GCF_001726265.1	GCF_001726265.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	198372	243709
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c048ce50>	98.3	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_MIRU01000067.1	GCF_001726915.1	GCF_001726915.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207505	252663
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c04b0650>	98.3	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_MIRX01000017.1	GCF_001726985.1	GCF_001726985.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207401	252559
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219c8485d0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JAQBJT010000004.1	GCF_028615905.1	GCF_028615905.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	244658	289807
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219cb0a790>	98.14	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JAQBIH010000006.1	GCF_028615085.1	GCF_028615085.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	197964	243127
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219cb03d10>	98.14	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JAQBII010000001.1	GCF_028615075.1	GCF_028615075.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	198155	243318
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219aa1f250>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JASKZH010000003.1	GCF_030236805.1	GCF_030236805.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207477	252639
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219dc453d0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JANFLO010000002.1	GCF_026537945.1	GCF_026537945.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	511183	556345
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f4bd1d0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JANFTK010000165.1	GCF_024745895.1	GCF_024745895.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	32755	77917
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b5307d50>	97.58	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNGF01000016.1	GCF_006371015.1	GCF_006371015.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	196934	242076
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219f619390>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JANFSK010000011.1	GCF_024745395.1	GCF_024745395.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	204909	250354
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c6268490>	98.4	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JZAO01000097.1	GCF_000960645.1	GCF_000960645.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	293464	338878
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b571f9d0>	98.5	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_PZOC01000028.1	GCF_006124855.1	GCF_006124855.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	408397	453714
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a589cdd0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JAILXL010000010.1	GCF_019793285.1	GCF_019793285.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	17073	62235
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421aaba7f50>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_CP065370.1	GCF_015779285.1	GCF_015779285.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1041075	1086237
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c04c1210>	98.3	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_MISA01000066.1	GCF_001727055.1	GCF_001727055.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207498	252656
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c04b3190>	98.3	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_MIRZ01000007.1	GCF_001727025.1	GCF_001727025.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207505	252663
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421ce4c2550>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_BAVH01000003.1	GCF_000591495.1	GCF_000591495.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207427	252589
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b0510510>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_CP046412.1	GCF_009734325.1	GCF_009734325.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	686278	731440
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421af01ebd0>	97.97999999999999	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_VTGI01000011.1	GCF_009991685.1	GCF_009991685.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207176	252312
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74218a7a3090>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_CANUIV010000001.1	GCF_948193765.1	GCF_948193765.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	202792	248128
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b4ff9f50>	98.16	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_NNJJ01000026.1	GCF_006372785.1	GCF_006372785.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	112222	157374
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421b5732150>	98.5	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_PZOG01000083.1	GCF_006124955.1	GCF_006124955.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	137679	182996
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421a56c8750>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_CP083362.1	GCF_020041945.1	GCF_020041945.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	831836	876998
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74218a763d10>	98.46000000000001	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_CANUIO010000026.1	GCF_948193395.1	GCF_948193395.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	1	37505
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421aee4d790>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_VTGS01000007.1	GCF_009991845.1	GCF_009991845.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207589	252723
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c08cc410>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_LHAW01000009.1	GCF_001695945.1	GCF_001695945.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	163739	208874
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421995d3050>	98.17999999999999	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JACEGG010000005.1	GCF_030851385.1	GCF_030851385.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	197138	242280
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219aa1c810>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JASKZG010000004.1	GCF_030236775.1	GCF_030236775.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	133082	178244
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x7421c08e2e10>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_LHAZ01000023.1	GCF_001696015.1	GCF_001696015.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	164684	209819
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74218afa9610>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_CAJNZU010000002.1	GCF_905331765.1	GCF_905331765.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207587	252722
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74218afb6ad0>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_CAJNZY010000002.1	GCF_905331785.1	GCF_905331785.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207396	252531
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74219a9fe6d0>	98.24	98.4	5	1.0	1.0	100	1.0	3.0	806.0	NZ_JASKZF010000004.1	GCF_030236745.1	GCF_030236745.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	207348	252510
BGC0000946	<socialgene.base.molbio.GeneCluster object at 0x74218ae68890>	98.02000000000001	98.4	5	1.0	1.0	100	1.0	3.0	807.0	NZ_CAJOAT010000005.1	GCF_905332005.1	GCF_905332005.1	Vibrio	Vibrio parahaemolyticus	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Bacteria	123460	168611
